company_name,total_funding,company_market,company_city,company_max_round,isAcquired,company_city_popular,company_market_popular,investor_ratings,company_category_list
Mocana,0.2,Mobile,San Francisco,4,0,San Francisco,Mobile,9.928571428571429,|Cyber|Mobile Security|Security|
Quantance,3.0,Education,Mountain View,4,0,Mountain View,Education,9.933333333333334,|Mobile|Semiconductors|
SolarCity,0.1,High Tech,Palo Alto,5,0,Palo Alto,Other_market,9.619047619047619,|Construction|Clean Technology|
NeoVista,2.026196,Software,San Francisco,5,0,San Francisco,Software,10.0,|Health Care|
Innotas,0.34,Advertising,San Francisco,3,0,San Francisco,Advertising,9.8,|Project Management|Enterprise Software|
PEAK Surgical,5.25,Search,San Francisco,3,1,San Francisco,Search,10.0,|Health Care|
Vignani,0.18,Apps,Palo Alto,1,0,Palo Alto,Other_market,10.0,|Semiconductors|
Intermolecular,30.6,Enterprise Software,Redwood City,4,0,Redwood City,Enterprise Software,9.714285714285714,|Semiconductors|
Packetmotion,2.304999,Mobile,San Francisco,3,1,San Francisco,Mobile,10.0,|Enterprise Software|
RingCube Technologies,3.502,Advertising,Santa Clara,2,1,Santa Clara,Advertising,10.0,|Software|
mobiDEOS,7.65,E-Commerce,Mountain View,0,0,Mountain View,E-Commerce,10.0,|Mobile|
Genbook,2.2,Coupons,Santa Clara,1,0,Santa Clara,Other_market,8.0,|Software|
Enkata Technologies,7.8,Retail,Mountain View,4,0,Mountain View,Other_market,9.5,|Business Productivity|Business Intelligence|Sales and Marketing|Analytics|
Twelvefold,2.628,3D Printing,San Mateo,3,0,San Mateo,Other_market,9.333333333333334,|Advertising|
MetricStream,0.3,Social Commerce,San Francisco,4,0,San Francisco,Other_market,9.375,|Risk Management|Software|
NeoGuide Systems,0.4,Social Media,San Francisco,3,1,San Francisco,Social Media,10.0,|Biotechnology|
Bunchball,0.37,Ediscovery,San Francisco,3,0,San Francisco,Other_market,10.0,|Games|Software|
Ribbit,12.5,Analytics,Foster City,2,1,Other_city,Analytics,9.75,|Audio|VoIP|Mobile|
Mint,12.114796,Electronics,San Francisco,3,1,San Francisco,Other_market,9.73913043478261,|Finance|Curated Web|
Conformia Software,6.333407,Mobility,Sunnyvale,4,1,Sunnyvale,Other_market,9.8,|Software|
MuleSoft,10.0,Biotechnology,San Carlos,4,0,Other_city,Biotechnology,10.0,|Business Intelligence|Data Integration|Enterprise Software|
Marketo,27.4,Semiconductors,San Jose,6,0,San Jose,Semiconductors,10.0,|Brand Marketing|Lead Management|Analytics|Optimization|Lead Generation|B2B|Software|
TalkPlus,36.0,Enterprise Software,San Francisco,1,0,San Francisco,Enterprise Software,10.0,|Messaging|
Boardwalktech,1.75,Software,San Francisco,0,0,San Francisco,Software,9.0,|Databases|Enterprise Software|
POPSUGAR,5.417787,Toys,San Francisco,3,0,San Francisco,Other_market,9.8,|Shopping|Lifestyle|Content|Fitness|Beauty|Fashion|Entertainment|Women|Curated Web|
Songbird,15.000626,Biotechnology,Menlo Park,1,0,Menlo Park,Biotechnology,10.0,|Media|Open Source|Music|Mobile|
FusionStorm,1.0,Artificial Intelligence,Palo Alto,0,0,Palo Alto,Other_market,9.0,|Software|
Concilio Networks,2.5,Hotels,San Francisco,0,0,San Francisco,Other_market,,
Anchor Semiconductor,6.0,Clean Energy,San Leandro,2,0,Other_city,Other_market,10.0,|Semiconductors|
Tymphany,26.0,Cloud Computing,Mountain View,0,0,Mountain View,Cloud Computing,10.0,|Hardware|Audio|Hardware + Software|
Novare Surgical,59.5,All Students,San Francisco,4,0,San Francisco,Other_market,9.833333333333334,|Health Care|
Chip Estimate,45.7,Coffee,Oakland,0,0,Other_city,Other_market,9.0,|Semiconductors|
Zannel,1.164,Internet of Things,Palo Alto,2,1,Palo Alto,Other_market,10.0,|Social Network Media|Messaging|
Miradia,0.025,Games,San Francisco,3,0,San Francisco,Games,10.0,|Semiconductors|
Achaogen,40.5,Technology,San Francisco,3,0,San Francisco,Technology,10.0,|Health Care|Biotechnology|
Celiro,0.02,Health and Wellness,San Francisco,1,0,San Francisco,Health and Wellness,3.0,|Software|
iWatt,0.02,Health and Wellness,San Francisco,5,1,San Francisco,Health and Wellness,10.0,|Manufacturing|
Greystripe,2.0,Video Games,Palo Alto,3,1,Palo Alto,Other_market,9.7,|Media|Advertising|
Amyris Biotechnologies,9.952199,Intelligent Systems,San Francisco,4,0,San Francisco,Other_market,9.9375,|Chemicals|Renewable Energies|Clean Technology|
Ruckus Wireless,12.8,Recruiting,San Francisco,7,0,San Francisco,Other_market,9.619047619047619,|Communications Hardware|Wireless|Mobile|
Fat Spaniel Technologies,2.2,Mobile,San Francisco,2,1,San Francisco,Mobile,10.0,|Clean Technology|
Validity Sensors,0.025,Sports,San Francisco,5,1,San Francisco,Other_market,9.88,|Biometrics|Enterprise Software|
VMLogix,74.6,Biotechnology,Redwood City,1,0,Redwood City,Biotechnology,10.0,|Software|
NComputing,52.7,Biotechnology,San Jose,1,0,San Jose,Biotechnology,9.75,|Software|
Neocase Software,3.429998,Manufacturing,San Francisco,4,0,San Francisco,Other_market,10.0,|Software|
Sentilla,4.0,Software,San Francisco,3,0,San Francisco,Software,9.4,|IT Management|Software|
Skyrider,44.11516,Advertising,Mountain View,3,0,Mountain View,Advertising,10.0,|Advertising|
CiraNova,10.0,E-Commerce,San Francisco,3,1,San Francisco,E-Commerce,9.333333333333334,|Hardware + Software|
Mobile Content Networks,75.0,Analytics,Redwood City,1,0,Redwood City,Analytics,9.25,|Mobile|
Tablus,52.0,E-Commerce,Palo Alto,2,0,Palo Alto,E-Commerce,10.0,|Software|
eBuddy,64.0168,Biotechnology,San Jose,2,0,San Jose,Biotechnology,8.5,|Media|Databases|Messaging|
Maya's Mom,1.12,Health and Wellness,Oakland,0,1,Other_city,Health and Wellness,8.285714285714286,|Social Network Media|Social Media|
Quantum Secure,8.1,Curated Web,San Francisco,1,0,San Francisco,Curated Web,9.0,|Enterprise Software|
Echopass Corporation,3.05,Content Discovery,San Francisco,5,1,San Francisco,Other_market,10.0,|Web Hosting|
Aruba Networks,39.044997,Online Shopping,San Francisco,4,0,San Francisco,Other_market,10.0,|Communications Hardware|Wireless|Mobility|Enterprise Software|
LucidPort Technology,8.0,Retail Technology,San Francisco,2,0,San Francisco,Other_market,10.0,|Semiconductors|
MiaSolé,8.5,IaaS,San Francisco,6,0,San Francisco,Other_market,9.95,|Clean Technology|
Narus,2.649997,Social Network Media,San Francisco,0,1,San Francisco,Social Network Media,10.0,|Security|
Course Hero,1.5,Video Conferencing,Palo Alto,1,0,Palo Alto,Other_market,6.961538461538462,|Marketplaces|Crowdsourcing|Education|
Netronome Systems,0.26,Education,Palo Alto,5,0,Palo Alto,Education,9.642857142857142,|Semiconductors|
Amobee,7.775,Clean Energy,Menlo Park,4,1,Menlo Park,Other_market,9.846153846153847,|Advertising|
Avantis Medical Systems,18.780159,Curated Web,San Francisco,2,0,San Francisco,Curated Web,10.0,|Health Care|
Topix,1.2,Social Media,Berkeley,2,0,Other_city,Social Media,9.0,|Local Based Services|News|
United Information Technology,6.6,Enterprise Software,San Mateo,0,0,San Mateo,Enterprise Software,10.0,|Enterprise Software|
Gecko Audio,0.55,Search,San Francisco,1,0,San Francisco,Search,10.0,|Software|
Eventbrite,0.5,Security,San Francisco,6,0,San Francisco,Security,9.25,|Events|Curated Web|
ChaCha,0.04,Travel,San Rafael,6,0,Other_city,Other_market,9.3,|Search|Advertising|
"TurnHere, Inc.",97.0,Biotechnology,Redwood City,2,0,Redwood City,Biotechnology,9.6,|Film|Distribution|Video|Digital Media|Curated Web|
Ardian,10.66,Analytics,Oakland,3,1,Other_city,Analytics,10.0,|Health Care|
Nethra Imaging,4.3,Analytics,Santa Clara,3,0,Santa Clara,Analytics,9.2,|Semiconductors|
Ugenie,18.999999,Biotechnology,San Francisco,0,0,San Francisco,Biotechnology,10.0,|Curated Web|
PayEase,4.5,Group Buying,Sausalito,0,0,Other_city,Other_market,8.5,|E-Commerce|
World of Good,69.5,Venture Capital,Pleasanton,2,0,Other_city,Other_market,10.0,|E-Commerce|
Verient,3.475521,Curated Web,San Francisco,1,0,San Francisco,Curated Web,8.6,|Finance|
MyMiniLife,9.5,Curated Web,Corte Madera,0,1,Other_city,Curated Web,5.2,|Games|
Voyage Medical,0.025,Social Media,San Francisco,3,0,San Francisco,Social Media,10.0,|Health Care|
SeeSaw Networks,5.746508,Curated Web,San Mateo,2,0,San Mateo,Curated Web,8.0,|News|Advertising|
Health Hero Network(Bosch Healthcare),22.0,Social Media,San Francisco,2,1,San Francisco,Social Media,9.8,|Software|
Solaicx,129.322827,Biotechnology,San Jose,0,1,San Jose,Biotechnology,10.0,|Clean Technology|
Vocera Communications,0.72,Curated Web,Sunnyvale,0,0,Sunnyvale,Curated Web,10.0,|Telecommunications|Mobile|
Intematix,28.097672,Enterprise Software,Millbrae,3,0,Other_city,Enterprise Software,9.75,|Manufacturing|
Intradigm Corporation,33.2,Big Data,San Francisco,2,1,San Francisco,Big Data,9.76923076923077,|Health and Wellness|Biotechnology|
Teranetics,20.3042,Enterprise Software,Palo Alto,3,1,Palo Alto,Enterprise Software,10.0,|Semiconductors|
Uptake,47.523823,Flash Storage,Newark,2,1,Other_city,Other_market,9.2,|Search|Travel|
iSkoot,8.75,Big Data,Santa Clara,3,1,Santa Clara,Big Data,9.333333333333334,|Mobile|
Impedance Cardiology Systems,3.32,Cloud Computing,Mountain View,2,0,Mountain View,Cloud Computing,10.0,|Biotechnology|
SARcode Bioscience,66.0,Advertising,San Carlos,2,1,Other_city,Advertising,10.0,|Biotechnology|
PixSense,7.2,Cloud Computing,San Francisco,2,0,San Francisco,Cloud Computing,10.0,|Mobile|
Kiptronic,20.4,Mobile,Redwood City,1,1,Redwood City,Mobile,10.0,|Monetization|Content|Audio|Video|Digital Media|Media|Advertising|
Zing Systems,13.6,PaaS,San Francisco,3,1,San Francisco,Other_market,9.8,|Music|Games|
Xoopit,1.540943,Photography,San Francisco,1,1,San Francisco,Photography,7.285714285714286,|Photo Sharing|Search|Email|Social Network Media|Curated Web|
Frengo,3.3,Curated Web,San Francisco,2,0,San Francisco,Curated Web,10.0,|Social Media|
Minekey,1.1,Mobile,Mountain View,1,0,Mountain View,Mobile,10.0,|Curated Web|
TwoFish,0.395,Mobile,San Francisco,2,1,San Francisco,Mobile,10.0,|E-Commerce|
NaturalPath Media,0.345,Big Data,San Francisco,0,1,San Francisco,Big Data,2.0,|Green|Media|Advertising|
Omnidrive,26.0,Health Care,Redwood City,0,0,Redwood City,Health Care,8.75,|Internet|File Sharing|Storage|Web Hosting|
PLYmedia,14.0,Retail,San Francisco,1,0,San Francisco,Other_market,7.6,|Blogging Platforms|Media|Video|Advertising|
Crescendo Networks,6.0,Loyalty Programs,San Francisco,4,1,San Francisco,Other_market,9.875,|Web Hosting|
MontaVista Software,50.7,All Markets,San Francisco,0,1,San Francisco,Other_market,9.8,|Software|
Replay Solutions,10.8,SaaS,San Jose,2,0,San Jose,SaaS,10.0,|Software|
Mobile Complete,3.8,Photography,Berkeley,0,0,Other_city,Photography,10.0,|Software|
Atrua Technologies,34.8,Real Time,Redwood City,5,1,Redwood City,Other_market,9.125,|Mobile|
mywaves,0.642,Forums,San Francisco,1,0,San Francisco,Other_market,10.0,|Video|Mobile|
Untangle,6.0,Mobile,San Francisco,2,0,San Francisco,Mobile,10.0,|Public Relations|Promotional|Brand Marketing|Media|Social Media|Software|
Kriyari,1.75,Apps,San Mateo,0,0,San Mateo,Other_market,10.0,|Curated Web|
Solid Information Technology,0.759,Curated Web,Sunnyvale,0,1,Sunnyvale,Curated Web,9.5,|Software|
Forte Design Systems,31.361,Video,Santa Clara,4,0,Santa Clara,Video,8.833333333333334,|Software|
CTSpace,1.8,Advertising,Palo Alto,0,1,Palo Alto,Advertising,10.0,|Software|
D2C Games,3.675,Law Enforcement,Santa Cruz,1,0,Other_city,Other_market,7.0,|Games|
AirXpanders,100.0,Services,San Francisco,4,0,San Francisco,Other_market,9.846153846153847,|Biotechnology|
Actelis Networks,13.4,Enterprise Software,Redwood City,6,0,Redwood City,Enterprise Software,9.892857142857142,|Internet|Software|Web Hosting|
Three Rings,2.4,Travel,San Francisco,1,0,San Francisco,Other_market,8.5,|Games|
Causes,5.0,Software,Mountain View,3,1,Mountain View,Software,10.0,|Facebook Applications|Politics|Nonprofits|
InvenSense,7.0,Curated Web,San Francisco,3,0,San Francisco,Curated Web,10.0,|Semiconductors|
The Climate Corporation,3.235793,Beauty,San Mateo,3,1,San Mateo,Other_market,9.6,|Big Data|Agriculture|Promotional|Risk Management|Finance|Insurance|News|Clean Technology|
Anchor Intelligence,0.14,Social Media,Mountain View,2,0,Mountain View,Social Media,8.88888888888889,|Advertising|
One Medical Group,2.38,Health and Wellness,San Francisco,5,0,San Francisco,Health and Wellness,10.0,|Medical|Doctors|Health Care|
Britely,5.3,Games,Santa Clara,0,0,Santa Clara,Games,9.4,|Curated Web|
Wize,4.0,Semiconductors,Fremont,2,1,Other_city,Semiconductors,10.0,|Search|Shopping|Reviews and Recommendations|E-Commerce|
ShareThis,22.0,Web Hosting,San Rafael,3,0,Other_city,Web Hosting,9.666666666666666,|Advertising|File Sharing|Social Media|
MarketTools,17.0,Mobile,Palo Alto,5,1,Palo Alto,Mobile,9.666666666666666,|Software|
Glyde,11.2,Software,San Francisco,1,0,San Francisco,Software,10.0,|iPod Touch|iPhone|iPad|Entertainment|Peer-to-Peer|Consumer Electronics|Online Shopping|Video Games|Hardware|Marketplaces|Media|Retail|E-Commerce|
Bill.com,7.0,Clean Technology,Santa Clara,5,0,Santa Clara,Clean Technology,9.851851851851851,|SaaS|Finance|
Aardvark,4.1,Sales Automation,Menlo Park,1,1,Menlo Park,Other_market,9.444444444444445,|Search|
RockYou,8.3,Mobile,San Francisco,4,0,San Francisco,Mobile,9.529411764705882,|Mobile|Online Gaming|Online Video Advertising|Facebook Applications|Messaging|Photography|Web Tools|Games|
Chegg,2.0,Games,Sunnyvale,6,0,Sunnyvale,Games,9.76,|Consumers|Online Rental|Textbooks|Education|
Biz360,3.75,Security,San Francisco,0,1,San Francisco,Security,10.0,|Analytics|
Wellsphere,0.118,Finance,San Francisco,1,1,San Francisco,Finance,8.0,|Health and Wellness|
Roost,9.0,Mobile,San Francisco,2,1,San Francisco,Mobile,4.0,|Home Automation|
AdYouNet,5.11,Health and Wellness,San Francisco,0,0,San Francisco,Health and Wellness,7.666666666666667,|Advertising|
Piczo,1.9,Curated Web,San Francisco,3,1,San Francisco,Curated Web,10.0,|Teenagers|Social Network Media|Social Media|
Fixya,8.0,Games,Redwood City,2,0,Redwood City,Games,10.0,|Customer Service|Professional Services|DIY|Crowdsourcing|Curated Web|
SpeedDate,5.0,Advertising,San Rafael,2,0,Other_city,Advertising,9.666666666666666,|Online Dating|Curated Web|
InMobi,5.791106,Hardware + Software,San Jose,3,0,San Jose,Hardware + Software,9.571428571428571,|Advertising|Mobile|
Teracent,1.2,E-Commerce,San Francisco,2,1,San Francisco,E-Commerce,10.0,|Advertising|
Reachable,3.0,Music,San Francisco,1,0,San Francisco,Music,9.6,|Social CRM|CRM|Social Business|Software|
Arithmatica,1.528,Mobile,San Mateo,0,0,San Mateo,Mobile,9.0,|Software|
Citizen Sports,13.32,Clean Technology,San Francisco,0,1,San Francisco,Clean Technology,10.0,|Sports|
Nimbus Data,0.225,Social Media,Menlo Park,0,0,Menlo Park,Social Media,6.25,|Software|Storage|Enterprise Software|
Weebly,23.5,Hardware,Menlo Park,3,0,Menlo Park,Other_market,10.0,|Blogging Platforms|E-Commerce Platforms|Web Development|Curated Web|
Hotswap,3.0,Curated Web,Mountain View,1,0,Mountain View,Curated Web,9.0,|Cars|E-Commerce|
Infectious,3.7,Transportation,San Francisco,0,0,San Francisco,Other_market,8.5,|Design|
Buxfer,0.8025,Event Management,Mountain View,0,0,Mountain View,Other_market,7.0,|Finance|
Auctomatic,28.0,Games,Menlo Park,0,1,Menlo Park,Games,10.0,|Auctions|E-Commerce|Curated Web|
DotBlu,20.42563,Mobile,Santa Clara,1,0,Santa Clara,Mobile,9.8,|Gambling|Curated Web|
CloudMade,6.5,Market Research,San Mateo,2,0,San Mateo,Other_market,8.0,|Navigation|Machine Learning|Automotive|Maps|iPhone|Mobile|Location Based Services|
One Season,3.4,Curated Web,San Francisco,1,0,San Francisco,Curated Web,6.0,|All Markets|Sports|
Kolorific,9.0,Games,San Francisco,3,0,San Francisco,Games,9.0,|Semiconductors|
Ketera,86.736464,Oil & Gas,Fremont,0,1,Other_city,Other_market,9.714285714285714,|Enterprise Software|
Altos Design Automation,14.195,Data Integration,Palo Alto,1,0,Palo Alto,Other_market,10.0,|Hardware + Software|
Boxbe,15.5,Health Care Information Technology,San Francisco,1,0,San Francisco,Other_market,10.0,|Social Media|Email|Messaging|
Fluidigm,3.3,Cyber,Sunnyvale,5,0,Sunnyvale,Other_market,9.666666666666666,|Biotechnology|
diaDexus,0.1,Curated Web,Millbrae,6,0,Other_city,Curated Web,9.909090909090908,|Biotechnology|
Scalent Systems,8.4,E-Commerce,San Francisco,3,1,San Francisco,E-Commerce,10.0,|Cloud Computing|Virtualization|Software|
Animated Speech,2.0,Television,San Francisco,3,0,San Francisco,Other_market,6.666666666666667,|Software|
Achronix Semiconductor,0.95,Education,San Mateo,2,0,San Mateo,Education,10.0,|Semiconductors|
Aurora Biofuels,19.3,Business Information Systems,San Mateo,3,0,San Mateo,Other_market,10.0,|Clean Technology|
Heysan,17.5,Enterprise Software,San Francisco,0,1,San Francisco,Enterprise Software,10.0,|SMS|Messaging|
Netmining,0.04,Professional Services,San Francisco,0,0,San Francisco,Other_market,6.0,|Advertising|
Athena Design Systems,2.77998,Music,San Francisco,2,0,San Francisco,Music,9.666666666666666,|Software|
Anchor Bay Technologies,21.75,Analytics,Redwood City,0,1,Redwood City,Analytics,9.333333333333334,|Video|Semiconductors|
Ovalis,0.528,Health and Wellness,Foster City,2,0,Other_city,Health and Wellness,9.666666666666666,|Biotechnology|
Osprey Pharmaceuticals USA,0.028,Cloud Computing,Sunnyvale,0,0,Sunnyvale,Cloud Computing,9.0,|Medical|Biotechnology|
Brilliant Telecommunications,6.479503,Games,San Jose,2,0,San Jose,Games,9.571428571428571,|Web Hosting|
Gigya,24.3,Analytics,Menlo Park,6,0,Menlo Park,Analytics,9.925925925925926,|Gamification|Identity Management|Enterprise Software|
Adap.tv,7.5,Legal,San Jose,3,1,San Jose,Other_market,10.0,|Auctions|Television|Video|Advertising|
TagArray,1.5,Real Estate,San Francisco,1,0,San Francisco,Other_market,8.5,|Tracking|Wireless|RFID|Mobile|
Wesabe,0.04,Marketplaces,San Francisco,1,0,San Francisco,Other_market,10.0,|Finance|
spigit,0.04,Software,San Francisco,5,0,San Francisco,Software,9.142857142857142,|Software|
Meraki,1.0,Health and Wellness,San Francisco,3,1,San Francisco,Health and Wellness,10.0,|Web Hosting|
PopularMedia,4.0,Biotechnology,Menlo Park,3,1,Menlo Park,Biotechnology,10.0,|Advertising|
Issuu,0.04,Risk Management,Sunnyvale,2,0,Sunnyvale,Other_market,10.0,|Apps|SaaS|News|Publishing|Curated Web|
GigaLogix,0.08,Publishing,San Francisco,1,0,San Francisco,Other_market,10.0,|Public Relations|
Terabitz,8.85,Software,Mountain View,1,0,Mountain View,Software,10.0,|Real Estate|
Center'd,1.0984,Brand Marketing,San Francisco,1,0,San Francisco,Other_market,8.571428571428571,|Maps|Local|Events|Web Tools|Natural Language Processing|Neuroscience|Local Search|Curated Web|
Zenverge,0.04,Education,San Francisco,5,0,San Francisco,Education,9.916666666666666,|Semiconductors|
iRhythm Technologies,5.0,Textbooks,San Francisco,5,0,San Francisco,Other_market,9.818181818181818,|Biotechnology|
EoPlex Technologies,5.0,Health and Wellness,San Francisco,3,0,San Francisco,Health and Wellness,10.0,|Hardware + Software|
Lango,45.0,Health and Wellness,Cupertino,0,0,Other_city,Health and Wellness,10.0,|Startups|Messaging|Mobile Software Tools|Public Relations|
Trellis Bioscience,0.7,Software,Mountain View,2,0,Mountain View,Software,9.75,|Biotechnology|
CoAdna Photonics,25.0,Cloud Data Services,Foster City,2,0,Other_city,Other_market,8.5,|Video|Hardware + Software|
Veeker,4.2,Video Streaming,San Francisco,1,0,San Francisco,Other_market,10.0,|Messaging|
PivotLink,3.652746,Android,San Francisco,3,0,San Francisco,Other_market,10.0,|Retail|SaaS|Web Development|Analytics|Sales and Marketing|Software|
Marketocracy,0.025,Hardware + Software,San Francisco,0,0,San Francisco,Hardware + Software,10.0,|Finance|
Sanarus Medical,1.45,E-Commerce,Redwood City,5,0,Redwood City,E-Commerce,9.833333333333334,|Health Care|
TrialPay,1.8,Health Care,San Francisco,3,0,San Francisco,Health Care,9.904761904761905,|Payments|Advertising|
MyBuys,5.496,Biotechnology,Sunnyvale,3,0,Sunnyvale,Biotechnology,9.875,|Media|Displays|Email|Reviews and Recommendations|Social Media|Mobile|Personalization|Advertising|
Mozes,4.4,Mobile,Santa Clara,2,0,Santa Clara,Mobile,10.0,|Audio|SMS|Brand Marketing|Music|Wireless|App Marketing|Mobile|
Aquest Systems,33.272,Web Hosting,Sunnyvale,2,0,Sunnyvale,Web Hosting,10.0,|Semiconductors|
Videonline Communications,0.6,Startups,San Francisco,0,0,San Francisco,Other_market,10.0,|Curated Web|
Wirama,0.12,Education,San Francisco,1,0,San Francisco,Education,4.0,|Hardware + Software|
Redux,3.35,Advertising,Oakland,2,1,Other_city,Advertising,10.0,|Ediscovery|Games|
FlickIM,15.0,Public Transportation,San Francisco,1,0,San Francisco,Other_market,10.0,|Messaging|Chat|Mobile|
Adaptive Planning,3.1,Auctions,Palo Alto,4,0,Palo Alto,Other_market,10.0,|Software|
QuikCycle,6.745,Analytics,Santa Clara,0,0,Santa Clara,Analytics,10.0,|Software|
Informative,1.86,Cloud Computing,San Francisco,0,1,San Francisco,Cloud Computing,8.0,|Advertising|
LS9,3.198,Enterprise Software,San Francisco,4,1,San Francisco,Enterprise Software,10.0,|Biotechnology|
Quantcast,0.778,Productivity Software,San Francisco,3,0,San Francisco,Other_market,10.0,|Advertising|
Tapatap,0.644,Enterprises,San Francisco,1,1,San Francisco,Other_market,10.0,|Mobile|
Cuil,0.111,Internet of Things,San Francisco,2,0,San Francisco,Other_market,10.0,|Search|
PSS Systems,3.217147,K-12 Education,Palo Alto,4,1,Palo Alto,Other_market,9.833333333333334,|Legal|
HotPads,17.0875,Identity Management,San Francisco,1,1,San Francisco,Other_market,9.0,|Hotels|Vacation Rentals|Online Rental|Real Estate|Search|
A la Mobile,6.62,Advertising,San Francisco,2,0,San Francisco,Advertising,10.0,|Mobile|
Triggit,0.086625,SaaS,San Francisco,2,0,San Francisco,SaaS,9.0,|Auctions|Internet|Advertising|
VISUALPLANT,1.0,Enterprise Software,San Francisco,0,0,San Francisco,Enterprise Software,3.0,|Digital Media|Video|Enterprise Software|
Kongregate,10.0,Search,San Francisco,2,1,San Francisco,Search,9.0,|Games|
YuMe,51.6,Enterprise Software,San Jose,4,0,San Jose,Enterprise Software,10.0,|Advertising|
SoloPower,1.0,Weddings,Palo Alto,3,0,Palo Alto,Other_market,9.80952380952381,|Clean Technology|
Rohati Systems,9.0,Enterprise Software,San Francisco,2,1,San Francisco,Enterprise Software,10.0,|Software|
VasoNova,1.043,Curated Web,San Francisco,1,1,San Francisco,Curated Web,8.0,|Health Care|
Solazyme,46.75,Fashion,San Francisco,4,0,San Francisco,Other_market,9.857142857142858,|Chemicals|Clean Technology|
Synfora,8.75,Software,San Francisco,3,0,San Francisco,Software,9.2,|Software|
Moxie,1.055,Software,South San Francisco,3,0,Other_city,Software,9.8,|E-Commerce|Software|Enterprise Software|
Flurry,1.0,Enterprise Software,San Mateo,5,1,San Mateo,Enterprise Software,10.0,|Mobile|Advertising|
IForem,0.969,Clean Technology,San Jose,1,0,San Jose,Clean Technology,10.0,|Web Hosting|
Transcept Pharmaceuticals,0.2,Sports,San Francisco,4,0,San Francisco,Other_market,10.0,|Pharmaceuticals|Biotechnology|
Xradia,1.4001,Curated Web,San Francisco,4,1,San Francisco,Curated Web,10.0,|Biotechnology|
Coupa Software,1.2,Software,San Francisco,6,0,San Francisco,Software,10.0,|Cloud Infrastructure|SaaS|Procurement|Enterprise Software|
Aicent,11.5,Clean Technology,San Francisco,4,1,San Francisco,Clean Technology,10.0,|Mobile|
Mobifusion,12.35,E-Commerce,Palo Alto,1,0,Palo Alto,E-Commerce,6.0,|Mobile|
Interactive Fitness,0.185,Mobile,Berkeley,4,0,Other_city,Mobile,10.0,|Hardware + Software|
Epiphany,0.629,Curated Web,San Francisco,1,0,San Francisco,Curated Web,10.0,|Biotechnology|
Intarcia Therapeutics,0.837,Environmental Innovation,Corte Madera,2,0,Other_city,Other_market,10.0,|Biotechnology|
Neuropure,17.363449,Mobile Games,San Francisco,1,0,San Francisco,Other_market,10.0,|Biotechnology|
Artimi,1.0,Outsourcing,Sunnyvale,2,0,Sunnyvale,Other_market,10.0,|Semiconductors|
Legend Silicon,47.0,Mobile Advertising,San Francisco,0,0,San Francisco,Other_market,8.0,|Semiconductors|
scanR,9.8,Health and Wellness,San Francisco,2,0,San Francisco,Health and Wellness,9.666666666666666,|Mobile|
Pulse Entertainment,7.0,Systems,Sunnyvale,2,1,Sunnyvale,Other_market,9.75,|3D|Entertainment|Messaging|
FastScaleTechnology,0.2125,Mass Customization,Campbell,2,1,Other_city,Other_market,10.0,|Finance|
MAP Pharmaceuticals,25.899999,Health Care,Redwood City,4,1,Redwood City,Health Care,10.0,|Medical|Pharmaceuticals|Biotechnology|
Moblyng,4.28,Biotechnology,San Francisco,3,0,San Francisco,Biotechnology,9.6,|Games|
Coapt Systems,4.0,Biotechnology,Menlo Park,5,1,Menlo Park,Biotechnology,10.0,|Biotechnology|
Digital Fuel,10.0,Mobile,Mountain View,5,1,Mountain View,Mobile,10.0,|Software|
Optovue,10.44,Hardware + Software,San Mateo,2,0,San Mateo,Hardware + Software,10.0,|Health Care|
GT Nexus,1.553016,Enterprise Software,San Francisco,0,0,San Francisco,Enterprise Software,9.5,|Software|
WooMe,0.006,Marketplaces,San Jose,2,1,San Jose,Other_market,9.857142857142858,|Women|Curated Web|
Avega Systems,15.787,Biotechnology,San Francisco,2,0,San Francisco,Biotechnology,10.0,|Hardware + Software|
Perfect Escapes,15.0,Mobile,San Jose,1,0,San Jose,Mobile,8.333333333333334,|Travel|
bluepulse,0.118,Taxis,San Francisco,1,0,San Francisco,Other_market,10.0,|Mobile|
NuConomy,1.3,Developer APIs,Palo Alto,1,1,Palo Alto,Other_market,5.25,|Analytics|Advertising|
Sana Security,66.5,Data Security,Cupertino,5,1,Other_city,Other_market,10.0,|Security|
Advanced Chip Express,1.113,Colleges,San Francisco,1,0,San Francisco,Other_market,10.0,|Security|
Intransa,15.5,Collaboration,San Francisco,0,0,San Francisco,Other_market,9.8,|Internet|Storage|Security|
Extreme DA,6.64,Enterprise Software,Oakland,2,1,Other_city,Enterprise Software,8.75,|Software|
Alter-G,6.0,Technology,San Francisco,3,0,San Francisco,Technology,8.333333333333334,|Health Care|
FonJax,3.1,Shipping,San Francisco,1,0,San Francisco,Other_market,6.0,|Consulting|
Conviva,0.1,Software,San Francisco,4,0,San Francisco,Software,10.0,|Analytics|Video|Video Streaming|Optimization|Software|
Outspark,5.0,Hospitality,San Francisco,3,1,San Francisco,Other_market,9.857142857142858,|Games|
Shocking Technologies,5.0,Advertising,San Francisco,3,0,San Francisco,Advertising,9.533333333333333,|Hardware + Software|
Lithium Technologies,1.2,Mobile Advertising,San Mateo,5,0,San Mateo,Other_market,10.0,|Social CRM|Software|
